course_id,course_title,stack,topic_name,unit_id,question_id,difficulty,title,content,num_test_cases,companies,source
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,42650720-cc88-404b-a74a-89ef541b2fc8,4c231af4-dcbc-4138-ae25-f74cfb4a7660,EASY,Create a Directory,"## Create a Directory

Write a script that creates a new directory named `file_system`. If the directory is created successfully, print `Directory created successfully`. If there is an error, print `Error creating directory`.


<MultiLineNote>
Use the exact file path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",3,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,42650720-cc88-404b-a74a-89ef541b2fc8,5bf9009d-003c-4042-8745-caeeda00d0b7,EASY,Read and Print File Content,"# Read and Print File Content

Write a script that reads the contents of the `data.txt` file and prints it to the console.

* If the file is successfully read, print its content to the console.
* If the file doesn't exist, print `""Error: File not found.""`.

<b>Use the `fs` module in Node.js</b>.

<MultiLineNote>
Use the exact file path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",2,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,42650720-cc88-404b-a74a-89ef541b2fc8,64529cad-1a7b-440c-898e-0480245515f7,EASY,Append Text to File," ### **Append Text to File**

Write a script that appends the following text to the `logs.txt` file without overwriting the existing content:

  ``` 
[2025-06-01 10:10:00] User 'John' added product 'XYZ456' to cart.
[2025-06-01 10:15:00] User 'John' completed purchase for 'ABC123'.

  ```
  
After appending, print `logs appended successfully.`

If there is an error, print `""Error appending to file.""`
 
<MultiLineNote>
Use the exact file path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",2,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,42650720-cc88-404b-a74a-89ef541b2fc8,721de4d5-6b33-40df-b77c-dbaa8f37016f,EASY,Write Content to File,"## Write Content to File

Write a script that writes the following content to the `info.txt` file using UTF-8 encoding and overwriting the file if it already exists:

```
Node.js is a powerful runtime built on Chrome's V8 JavaScript engine.
It allows developers to build scalable network applications using JavaScript on the server side.
Some key features of Node.js include asynchronous programming,event-driven architecture,and a vast package ecosystem through npm (Node Package Manager).
```

After writing to the file, print `File written successfully`. If there is an error, print `Error writing to file.`


<MultiLineNote>
Use the exact file path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",3,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,42650720-cc88-404b-a74a-89ef541b2fc8,b68e2752-b2c7-4836-a3d1-1883127e2a7a,EASY,Read and Print Directory,"## Read and Print Files in Directory

Write a script that reads the contents of the `docs` directory and logs the file names inside. If the directory is empty, print `No files found in the directory`. If files are found, print each file name.

<MultiLineNote>
Use the exact file path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",2,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,769efe6b-f32c-4976-a567-1dedc6ba3f82,2694cbd5-af1f-4bbf-8d45-b363de269628,EASY,Path Leads to a Directory,"# Check if Path is a Directory

Write a Program that verifies whether the path `./data/ `refers to a directory.

If the path points to a directory, print `This is a directory`

If the path does not point to a directory, print `This is not a directory`
 
 ",3,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,769efe6b-f32c-4976-a567-1dedc6ba3f82,8e09fb95-d092-4b80-9528-cac721265936,EASY,Path Leads to a File,"# Check if Path is a File

Write a Node.js script that checks whether the path `./data/info.txt` points to a regular file. If the path points to a regular file, print ""This is a file"". If the path does not point to a file, print ""This is not a file"".

<MultiLineNote>
Use the exact path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",3,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,769efe6b-f32c-4976-a567-1dedc6ba3f82,96f90e02-792b-42bf-b63a-09f472a0cb82,EASY,Check File Access Permission,"# Check File Access Permission

Write a Node.js script that checks whether the file `./data/info.txt` can be accessed for reading or writing. If the file is accessible, print ""File is accessible"". If the file is not accessible, print ""File is not accessible"".

<MultiLineNote>
Use the exact file path and messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",2,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,769efe6b-f32c-4976-a567-1dedc6ba3f82,ddf42eeb-4037-4779-958a-a2439c75cd15,EASY,Read File Using Synchronous Method,"# Read File Using Synchronous Method

Write a Node.js script that reads and displays the content of the file `./data/info.txt` using a synchronous method. Print the actual content of the file to the console.

<MultiLineNote>
Use the exact file path specified above and ensure you use the synchronous file reading method as any deviation will cause test cases to fail.
</MultiLineNote>",3,,128b8668
128b8668-816b-44eb-9f04-86a571b0b495,More NodeJS Concepts,FullStack,File Systems & Streams,a45f1000-dc12-4ea1-bd0c-45814729c5a0,509c6166-82e0-4b99-831d-6cab76067b60,EASY,"Count Occurrences of Word ""Node""","# Count Word Occurrences Using Streams

Write a Node.js script that reads the content of the `document.txt` file using a readable stream and counts how many times the word ""Node"" appears in the text. After processing the file, print `Word count for 'Node': X`, where X is the total count of the word ""Node"". If there is an error reading the file, print ""Error counting words.""

<MultiLineNote>
Use the exact file name, word to search, and output messages specified above as any deviation will cause test cases to fail.
</MultiLineNote>",3,,128b8668
