course_id,course_title,stack,topic_name,unit_id,question_id,difficulty,title,content,num_test_cases,companies,source
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,6d8c1214-3bdd-434b-8af2-8e06755f85ff,7474640b-c5d5-4b99-96e9-7a930b2fbdfc,EASY,Counter,"In this project, let's develop the **Counter** by applying the concepts we have learned till now.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/counter-output.gif"" alt=""counter-output"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`
</details>

### Completion Instructions

<details>
<summary>Functionality to be present</summary>
<br/>

- Initially, the count should be `0`
- When the **Increase** button is clicked, then the count should be incremented by one
- When the **Decrease** button is clicked, then the count should be decremented by one
</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",5,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,6d8c1214-3bdd-434b-8af2-8e06755f85ff,b3b5df53-291d-40ef-bc75-161b5721b59e,EASY,Technology Cards,"In this project, let's build **Technology Cards** by applying the concepts we have learned till now.

You’ll be provided with pre-filled code, including the basic React Code and the CSS styles.

Your task is to read the given code carefully and then complete the missing parts to achieve the expected output shown in the reference image.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
<img src=""https://assets.ccbp.in/frontend/content/react-js/technology-cards-lg-output.png"" alt=""simple-cards-app-output"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Design Files

<details>
<summary>Click to view</summary>

- [Extra Small (Size < 576px), Small (Size >= 576px), and Medium (Size >= 768px)](https://assets.ccbp.in/frontend/content/react-js/technology-cards-sm-output.png)
- [Large (Size >= 992px) and Extra Large (Size >= 1200px)](https://assets.ccbp.in/frontend/content/react-js/technology-cards-lg-output.png)

</details>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`

</details>

### Completion Instructions

<details>
<summary>Functionality to be added</summary>
<br/>

The app must have the following functionalities

- The App is provided with `cardsList`. It consists of a list of cardItem objects with the following properties in each cardItem object

  |     Key     | Data Type |
  | :---------: | :-------: |
  |     id      |  Number   |
  |    title    |  String   |
  | description |  String   |
  |   imgUrl    |  String   |
  |  className  |  String   |

- The value of the key `id` should be used as a key to the `CardItem` component.
- The value of the key `className` should be used for the HTML list item in the `CardItem` component.

</details>

<details>
<summary>Implementation Files</summary>
<br/>

Use these files to complete the implementation:

- `src/App.jsx`
- `src/App.css`
- `src/components/CardItem/index.jsx`
- `src/components/CardItem/index.css`
</details>

### Important Note

<details>
<summary>Click to view</summary>

<br/>

**The following instructions are required for the tests to pass**

- Each `CardItem` should have an HTML image element with `alt` attribute value as the value of the key **title** in `cardsList`
</details>

### Resources

<details>
<summary>Colors</summary>

<br/>

<div style=""background-color: #f4faff; width: 150px; padding: 10px; color: black"">Hex: #f4faff</div>
<div style=""background-color: #64748b; width: 150px; padding: 10px; color: white"">Hex: #64748b</div>
<div style=""background-color: #ffffff; width: 150px; padding: 10px; color: black"">Hex: #ffffff</div>
<div style=""background-color: #ff4f64; width: 150px; padding: 10px; color: white"">Hex: #ff4f64</div>
<div style=""background-color: #00a8e7; width: 150px; padding: 10px; color: white"">Hex: #00a8e7</div>
<div style=""background-color: #44c4a1; width: 150px; padding: 10px; color: white"">Hex: #44c4a1</div>
<div style=""background-color: #fcc200; width: 150px; padding: 10px; color: white"">Hex: #fcc200</div>
<div style=""background-color: #171f46; width: 150px; padding: 10px; color: white"">Hex: #171f46</div>

</details>

<details>
<summary>Font-families</summary>

- Roboto

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",10,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,6d8c1214-3bdd-434b-8af2-8e06755f85ff,b9e96d9d-0e7a-4f2f-881d-9a96bf4e7855,EASY,Speedometer,"In this project, a **Speedometer** is built by applying the concepts we have learned till now.

However, the current code is not working as expected. Your task is to debug the code and achieve the expected output shown in the reference image and instructions

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/speedometer-ouput.gif"" alt=""speedometer output"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Design Files

<details>
<summary>Click to view</summary>

- [Extra Small (Size < 576px) and Small (Size >= 576px)](https://assets.ccbp.in/frontend/content/react-js/speedometer-sm-output.png)
- [Medium (Size >= 768px), Large (Size >= 992px) and Extra Large (Size >= 1200px)](https://assets.ccbp.in/frontend/content/react-js/speedometer-lg-output.png)

</details>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`

</details>

### Completion Instructions

<details>
<summary>Functionality to be added</summary>
<br/>

The app must have the following functionalities

- The speed should initially be 0mph

  > Here mph means Miles per hour

- When Accelerate button is clicked,
  - If the speed is less than 200mph, the speed should be increased by 10mph
  - If the speed is equal to 200mph, the speed should not be increased
- When Apply Brake button is clicked
  - If the speed is greater than 0mph, then the speed should be decreased by 10mph
  - If the speed is equal to 0mph, the speed should not be decreased

</details>

<details>
<summary>Implementation Files</summary>
<br/>

Use these files to complete the implementation:

- `src/components/Speedometer/index.jsx`
- `src/components/Speedometer/index.css`
</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

- You can use the below cursor CSS property for buttons to set the type of mouse cursor, to show when the mouse pointer is over an element,

  ```
    cursor: pointer;
  ```

  <br/>
   <img src=""https://assets.ccbp.in/frontend/content/react-js/cursor-pointer-img.png"" alt=""cursor pointer"" style=""width:100px"" />

- You can use the below outline CSS property for buttons and input elements to remove the highlighting when the elements are clicked,

  ```
    outline: none;
  ```

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",9,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,6d8c1214-3bdd-434b-8af2-8e06755f85ff,d2105ec3-eeae-4189-846e-624cee96fa35,EASY,Fruits Counter,"In this project, let's build a **Fruits Counter** by applying the concepts we have learned till now.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/fruits-counter-output.gif"" alt=""fruits-counter"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Design Files

<details>
<summary>Click to view</summary>

- [Extra Small (Size < 576px) and Small (Size >= 576px)](https://assets.ccbp.in/frontend/content/react-js/fruits-counter-sm-output.png)
- [Medium (Size >= 768px), Large (Size >= 992px) and Extra Large (Size >= 1200px)](https://assets.ccbp.in/frontend/content/react-js/fruits-counter-lg-output.png)

</details>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`
</details>

### Completion Instructions

<details>
<summary>Functionality to be added</summary>
<br/>

The app must have the following functionalities

- Initially, the count of the eaten mangoes and bananas should be 0
- When **Eat Mango** is clicked the count of the mangoes eaten should be incremented by 1
- When **Eat Banana** is clicked the count of the bananas eaten should be incremented by 1

</details>

<details>
<summary>Implementation Files</summary>
<br/>

Use these files to complete the implementation:

- `src/components/FruitsCounter/index.jsx`
- `src/components/FruitsCounter/index.css`
</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

- You can use the below cursor CSS property for buttons to set the type of mouse cursor, to show when the mouse pointer is over an element,

  ```
    cursor: pointer;
  ```

  <br/>
   <img src=""https://assets.ccbp.in/frontend/content/react-js/cursor-pointer-img.png"" alt=""cursor pointer"" style=""width:100px"" />

- You can use the below outline CSS property for buttons and input elements to remove the highlighting when the elements are clicked,

  ```
    outline: none;
  ```

</details>

### Resources

<details>
<summary>Image URLs</summary>

- [https://assets.ccbp.in/frontend/react-js/mango-img.png](https://assets.ccbp.in/frontend/react-js/mango-img.png) alt should be **mango**
- [https://assets.ccbp.in/frontend/react-js/banana-img.png](https://assets.ccbp.in/frontend/react-js/banana-img.png) alt should be **banana**

</details>

<details>
<summary>Colors</summary>

<br/>

<div style=""background-color: #ffd569 ; width: 150px; padding: 10px; color: black"">Hex: #ffd569</div>
<div style=""background-color: #ffffff ; width: 150px; padding: 10px; color: black"">Hex: #ffffff</div>
<div style=""background-color: #000000 ; width: 150px; padding: 10px; color: white"">Hex: #000000</div>
<div style=""background-color: #007bff ; width: 150px; padding: 10px; color: white"">Hex: #007bff</div>

</details>

<details>
<summary>Font-families</summary>

- Roboto

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",7,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,6d8c1214-3bdd-434b-8af2-8e06755f85ff,f96d0627-ef97-4cd4-a9c6-f1fd22dab3c9,EASY,Debugging Fruits Counter,"In this project, let's fix the **Fruits Counter** by applying the concepts we have learned till now.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/debugging-fruits-counter-output.gif"" alt=""fruits-counter"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`
</details>

### Completion Instructions

<details>
<summary>Functionality to be fixed</summary>
<br/>

Fix the given code to have the following functionality

- Initially, the count of the eaten mangoes should be four and the count of the eaten bananas should be five
- When the **Eat Mango** button is clicked, then the count of the mangoes eaten should be incremented by one
- When the **Eat Banana** button is clicked, then the count of the bananas eaten should be incremented by one

</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

- There are some bugs to be fixed to achieve the functionality and the UI that is expected

</details>

### Resources

<details>
<summary>Image URLs</summary>

- [https://assets.ccbp.in/frontend/react-js/mango-img.png](https://assets.ccbp.in/frontend/react-js/mango-img.png) alt should be **mango**
- [https://assets.ccbp.in/frontend/react-js/banana-img.png](https://assets.ccbp.in/frontend/react-js/banana-img.png) alt should be **banana**

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",7,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,32cb2ff4-ec84-4915-9fd3-45eaef36d88e,7474640b-c5d5-4b99-96e9-7a930b2fbdfc,EASY,Counter,"In this project, let's develop the **Counter** by applying the concepts we have learned till now.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/counter-output.gif"" alt=""counter-output"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`
</details>

### Completion Instructions

<details>
<summary>Functionality to be present</summary>
<br/>

- Initially, the count should be `0`
- When the **Increase** button is clicked, then the count should be incremented by one
- When the **Decrease** button is clicked, then the count should be decremented by one
</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",5,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,32cb2ff4-ec84-4915-9fd3-45eaef36d88e,b3b5df53-291d-40ef-bc75-161b5721b59e,EASY,Technology Cards,"In this project, let's build **Technology Cards** by applying the concepts we have learned till now.

You’ll be provided with pre-filled code, including the basic React Code and the CSS styles.

Your task is to read the given code carefully and then complete the missing parts to achieve the expected output shown in the reference image.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
<img src=""https://assets.ccbp.in/frontend/content/react-js/technology-cards-lg-output.png"" alt=""simple-cards-app-output"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Design Files

<details>
<summary>Click to view</summary>

- [Extra Small (Size < 576px), Small (Size >= 576px), and Medium (Size >= 768px)](https://assets.ccbp.in/frontend/content/react-js/technology-cards-sm-output.png)
- [Large (Size >= 992px) and Extra Large (Size >= 1200px)](https://assets.ccbp.in/frontend/content/react-js/technology-cards-lg-output.png)

</details>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`

</details>

### Completion Instructions

<details>
<summary>Functionality to be added</summary>
<br/>

The app must have the following functionalities

- The App is provided with `cardsList`. It consists of a list of cardItem objects with the following properties in each cardItem object

  |     Key     | Data Type |
  | :---------: | :-------: |
  |     id      |  Number   |
  |    title    |  String   |
  | description |  String   |
  |   imgUrl    |  String   |
  |  className  |  String   |

- The value of the key `id` should be used as a key to the `CardItem` component.
- The value of the key `className` should be used for the HTML list item in the `CardItem` component.

</details>

<details>
<summary>Implementation Files</summary>
<br/>

Use these files to complete the implementation:

- `src/App.jsx`
- `src/App.css`
- `src/components/CardItem/index.jsx`
- `src/components/CardItem/index.css`
</details>

### Important Note

<details>
<summary>Click to view</summary>

<br/>

**The following instructions are required for the tests to pass**

- Each `CardItem` should have an HTML image element with `alt` attribute value as the value of the key **title** in `cardsList`
</details>

### Resources

<details>
<summary>Colors</summary>

<br/>

<div style=""background-color: #f4faff; width: 150px; padding: 10px; color: black"">Hex: #f4faff</div>
<div style=""background-color: #64748b; width: 150px; padding: 10px; color: white"">Hex: #64748b</div>
<div style=""background-color: #ffffff; width: 150px; padding: 10px; color: black"">Hex: #ffffff</div>
<div style=""background-color: #ff4f64; width: 150px; padding: 10px; color: white"">Hex: #ff4f64</div>
<div style=""background-color: #00a8e7; width: 150px; padding: 10px; color: white"">Hex: #00a8e7</div>
<div style=""background-color: #44c4a1; width: 150px; padding: 10px; color: white"">Hex: #44c4a1</div>
<div style=""background-color: #fcc200; width: 150px; padding: 10px; color: white"">Hex: #fcc200</div>
<div style=""background-color: #171f46; width: 150px; padding: 10px; color: white"">Hex: #171f46</div>

</details>

<details>
<summary>Font-families</summary>

- Roboto

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",10,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,32cb2ff4-ec84-4915-9fd3-45eaef36d88e,b9e96d9d-0e7a-4f2f-881d-9a96bf4e7855,EASY,Speedometer,"In this project, a **Speedometer** is built by applying the concepts we have learned till now.

However, the current code is not working as expected. Your task is to debug the code and achieve the expected output shown in the reference image and instructions

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/speedometer-ouput.gif"" alt=""speedometer output"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Design Files

<details>
<summary>Click to view</summary>

- [Extra Small (Size < 576px) and Small (Size >= 576px)](https://assets.ccbp.in/frontend/content/react-js/speedometer-sm-output.png)
- [Medium (Size >= 768px), Large (Size >= 992px) and Extra Large (Size >= 1200px)](https://assets.ccbp.in/frontend/content/react-js/speedometer-lg-output.png)

</details>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`

</details>

### Completion Instructions

<details>
<summary>Functionality to be added</summary>
<br/>

The app must have the following functionalities

- The speed should initially be 0mph

  > Here mph means Miles per hour

- When Accelerate button is clicked,
  - If the speed is less than 200mph, the speed should be increased by 10mph
  - If the speed is equal to 200mph, the speed should not be increased
- When Apply Brake button is clicked
  - If the speed is greater than 0mph, then the speed should be decreased by 10mph
  - If the speed is equal to 0mph, the speed should not be decreased

</details>

<details>
<summary>Implementation Files</summary>
<br/>

Use these files to complete the implementation:

- `src/components/Speedometer/index.jsx`
- `src/components/Speedometer/index.css`
</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

- You can use the below cursor CSS property for buttons to set the type of mouse cursor, to show when the mouse pointer is over an element,

  ```
    cursor: pointer;
  ```

  <br/>
   <img src=""https://assets.ccbp.in/frontend/content/react-js/cursor-pointer-img.png"" alt=""cursor pointer"" style=""width:100px"" />

- You can use the below outline CSS property for buttons and input elements to remove the highlighting when the elements are clicked,

  ```
    outline: none;
  ```

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",9,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,32cb2ff4-ec84-4915-9fd3-45eaef36d88e,d2105ec3-eeae-4189-846e-624cee96fa35,EASY,Fruits Counter,"In this project, let's build a **Fruits Counter** by applying the concepts we have learned till now.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/fruits-counter-output.gif"" alt=""fruits-counter"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Design Files

<details>
<summary>Click to view</summary>

- [Extra Small (Size < 576px) and Small (Size >= 576px)](https://assets.ccbp.in/frontend/content/react-js/fruits-counter-sm-output.png)
- [Medium (Size >= 768px), Large (Size >= 992px) and Extra Large (Size >= 1200px)](https://assets.ccbp.in/frontend/content/react-js/fruits-counter-lg-output.png)

</details>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`
</details>

### Completion Instructions

<details>
<summary>Functionality to be added</summary>
<br/>

The app must have the following functionalities

- Initially, the count of the eaten mangoes and bananas should be 0
- When **Eat Mango** is clicked the count of the mangoes eaten should be incremented by 1
- When **Eat Banana** is clicked the count of the bananas eaten should be incremented by 1

</details>

<details>
<summary>Implementation Files</summary>
<br/>

Use these files to complete the implementation:

- `src/components/FruitsCounter/index.jsx`
- `src/components/FruitsCounter/index.css`
</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

- You can use the below cursor CSS property for buttons to set the type of mouse cursor, to show when the mouse pointer is over an element,

  ```
    cursor: pointer;
  ```

  <br/>
   <img src=""https://assets.ccbp.in/frontend/content/react-js/cursor-pointer-img.png"" alt=""cursor pointer"" style=""width:100px"" />

- You can use the below outline CSS property for buttons and input elements to remove the highlighting when the elements are clicked,

  ```
    outline: none;
  ```

</details>

### Resources

<details>
<summary>Image URLs</summary>

- [https://assets.ccbp.in/frontend/react-js/mango-img.png](https://assets.ccbp.in/frontend/react-js/mango-img.png) alt should be **mango**
- [https://assets.ccbp.in/frontend/react-js/banana-img.png](https://assets.ccbp.in/frontend/react-js/banana-img.png) alt should be **banana**

</details>

<details>
<summary>Colors</summary>

<br/>

<div style=""background-color: #ffd569 ; width: 150px; padding: 10px; color: black"">Hex: #ffd569</div>
<div style=""background-color: #ffffff ; width: 150px; padding: 10px; color: black"">Hex: #ffffff</div>
<div style=""background-color: #000000 ; width: 150px; padding: 10px; color: white"">Hex: #000000</div>
<div style=""background-color: #007bff ; width: 150px; padding: 10px; color: white"">Hex: #007bff</div>

</details>

<details>
<summary>Font-families</summary>

- Roboto

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",7,,40ab5ebd
40ab5ebd-3def-4faf-adca-3d39d921df1c,Introduction to React JS,FullStack,Introduction to React JS and States,32cb2ff4-ec84-4915-9fd3-45eaef36d88e,f96d0627-ef97-4cd4-a9c6-f1fd22dab3c9,EASY,Debugging Fruits Counter,"In this project, let's fix the **Fruits Counter** by applying the concepts we have learned till now.

### Refer to the image below:

<br/>
<div style=""text-align: center;"">
    <img src=""https://assets.ccbp.in/frontend/content/react-js/debugging-fruits-counter-output.gif"" alt=""fruits-counter"" style=""max-width:70%;box-shadow:0 2.8px 2.2px rgba(0, 0, 0, 0.12)"">
</div>
<br/>

### Set Up Instructions

<details>
<summary>Click to view</summary>

- Download dependencies by running `npm install`
- Start up the app using `npm run dev`
</details>

### Completion Instructions

<details>
<summary>Functionality to be fixed</summary>
<br/>

Fix the given code to have the following functionality

- Initially, the count of the eaten mangoes should be four and the count of the eaten bananas should be five
- When the **Eat Mango** button is clicked, then the count of the mangoes eaten should be incremented by one
- When the **Eat Banana** button is clicked, then the count of the bananas eaten should be incremented by one

</details>

### Quick Tips

<details>
<summary>Click to view</summary>
<br>

- There are some bugs to be fixed to achieve the functionality and the UI that is expected

</details>

### Resources

<details>
<summary>Image URLs</summary>

- [https://assets.ccbp.in/frontend/react-js/mango-img.png](https://assets.ccbp.in/frontend/react-js/mango-img.png) alt should be **mango**
- [https://assets.ccbp.in/frontend/react-js/banana-img.png](https://assets.ccbp.in/frontend/react-js/banana-img.png) alt should be **banana**

</details>

> ### _Things to Keep in Mind_
>
> - All components you implement should go in the `src/components` directory.
> - Don't change the component folder names as those are the files being imported into the tests.
> - **Do not remove the pre-filled code**
> - Want to quickly review some of the concepts you’ve been learning? Take a look at the Cheat Sheets.
",7,,40ab5ebd
